eps_num,iter,critic_loss,actor_loss,csc_samples_neg,csc_samples_pos,train_acc,snap_iter,beta_score,main_critic_loss,main_actor_loss,main_beta_score,main_prox_critic,main_prox_actor,main_avg_prox_coef,tidx,avg_rewards,one_raw_reward
598,13016,11.392568242549896,-3.700585076957941,21,39,0.9,10,1.0,0.3319845195859671,-1.0722485065460206,0.37083477,0.5225589925050735,0.004699214977736119,0.09999999999999998,13,86.63696871156635,99.84268536175676
598,13016,11.364642506837844,-6.619951009750366,21,39,0.8166666666666667,10,1.0,0.49065605610609053,-1.5773218655586243,0.30129546,0.403818878531456,0.0009447334891592618,0.09999999999999998,14,106.5558425034825,148.72214915431246
598,13016,11.510305052995681,-1.406751024723053,999,1014,0.9791356184798807,10,1.0,0.09373052618466318,-0.14585510604083538,0.09476365,0.3419300140440464,0.024931785296648742,0.09999999999999998,15,5342.086149292611,2755.7370735819495
598,13016,9.492253464460372,-4.155754470825196,21,39,0.8833333333333333,10,1.0,0.565400824546814,-2.134081768989563,0.4298683,0.5493032765388489,0.005950446385832038,0.09999999999999998,16,110.59920231642967,109.102644703907
598,13016,10.61499471962452,-4.246507215499878,21,39,0.8833333333333333,10,1.0,0.4609642045199871,-1.7398126113414765,0.6242635,0.5096954932808876,0.005615409284364432,0.09999999999999998,17,95.56251326503113,109.42438006774024
633,15183,21.257989966869353,-10.171409511566162,21,39,0.8666666666666667,10,1.0,0.711670583486557,-1.3610021376609802,0.17432189,0.9397993165254593,0.018609428568743168,0.09999999999999998,13,134.77265287826071,107.48590681950867
633,15183,23.017291831970216,-11.266388702392579,21,39,0.85,10,1.0,1.4099086809158325,-3.0618691349029543,0.30968648,0.7321488723158837,0.030373836825601755,0.09999999999999998,14,120.91719074960758,118.52576398715632
633,15183,13.097921991348267,-9.20890417098999,21,39,0.9166666666666666,10,1.0,1.080004037320614,-3.305928406715393,0.5507711,0.5977016654610634,0.018188849884318188,0.09999999999999998,15,177.66330588334782,90.16088353347655
633,15183,18.352580785751343,-11.710138988494872,21,39,0.8833333333333333,10,1.0,0.8183587253093719,-2.515493724346161,0.2685457,0.5268232169747352,0.029965615775436164,0.09999999999999998,16,112.17205331171944,125.27609887762728
633,15183,24.025742626190187,-11.513450717926025,21,39,0.9,10,1.0,2.4568285965919494,-5.114743113517761,0.48077685,0.5425872114300728,0.023809874262660742,0.09999999999999998,17,152.60082353923173,128.80500469033285
