eps_num,iter,critic_loss,actor_loss,csc_samples_neg,csc_samples_pos,train_acc,snap_iter,beta_score,main_critic_loss,main_actor_loss,main_beta_score,main_prox_critic,main_prox_actor,main_avg_prox_coef,tidx,avg_rewards,one_raw_reward
19165,500014,40.876375240832566,-3.7971036791801454,22,39,0.9836065573770492,10,1.0,0.3487668357975781,-0.601513734459877,0.16344555,0.6152804699540139,0.0008361339020484592,0.09999999999999998,13,22.0,22.0
19165,500014,42.4629973500967,-3.6599095463752747,22,39,1.0,10,1.0,0.12365752965211868,-0.07120759345591068,0.01575549,0.764556980729103,0.0022901732740865555,0.09999999999999998,14,22.0,22.0
19165,500014,41.67932778596878,-3.604443979263306,999,1014,1.0,10,1.0,0.09933105010888539,-0.03488453082740307,0.0059477054,0.6170850333571434,0.0005986561825193349,0.09999999999999998,15,999.0,999.0
19165,500014,44.18499396294355,-3.632421600818634,22,39,0.9836065573770492,10,1.0,0.29968134201131763,-0.2896068134903908,0.069943346,0.7633372755348682,0.0005742941196876927,0.09999999999999998,16,22.0,22.0
19165,500014,45.41039564013481,-3.467872953414917,22,39,1.0,10,1.0,0.4909394158050418,-0.3972755417227745,0.09256783,0.8730803182721139,0.000742439101668424,0.09999999999999998,17,22.0,22.0
19250,505184,37.33752989768982,-27.271478271484376,22,39,0.9836065573770492,10,1.0,0.4427087470144033,-0.9915615260601044,0.028301392,0.786329774260521,0.0004765221280104015,0.09999999999999998,13,22.0,22.0
19250,505184,32.849342823028564,-24.881267929077147,22,39,0.9344262295081968,10,1.0,3.660217970609665,-2.2836028432846067,0.06322435,0.6918823799490929,0.0004240775086645954,0.09999999999999998,14,22.0,22.0
19250,505184,63.12440061569214,-22.525975608825682,400,416,0.9558823529411765,10,1.0,0.8725572437047958,-0.6018721055984497,0.024755936,1.2158911326527595,0.0003457004396358343,0.09999999999999998,15,400.5,400.0
19250,505184,82.78460025787354,-27.95729179382324,22,39,0.9672131147540983,10,1.0,1.1392301420122386,-1.4558644366264344,0.050762426,1.1142514982819558,0.00037743077753930263,0.09999999999999998,16,22.0,22.0
19250,505184,32.14888451099396,-25.523881912231445,22,39,0.9508196721311475,10,1.0,0.8912032818049193,-1.8700086331367494,0.060343135,0.8079001438617707,0.0005070091875313665,0.09999999999999998,17,22.0,22.0
19330,510458,199.9070019721985,-47.70151977539062,22,39,0.9344262295081968,10,1.0,32.262063369750976,-8.314267740249633,0.17701307,1.4304737216234207,0.00026470023165502837,0.09999999999999998,13,22.0,22.0
19330,510458,163.3729160785675,-48.13151473999024,22,39,1.0,10,1.0,18.808782162666322,-3.0441872310638427,0.07029651,1.3680445206165315,0.0,0.09999999999999998,14,22.0,22.0
19330,510458,88.7388870060444,-6.500105333328247,513,533,0.9837476099426387,10,1.0,1.8731611232459544,-1.3169470739364624,0.030109752,0.4068732436001301,0.0,0.09999999999999998,15,512.75,513.0
19330,510458,710.5737579345703,-41.65439872741699,22,39,1.0,10,1.0,62.15480661392212,-2.4867243576049805,0.07565273,3.72732479929924,0.0,0.09999999999999998,16,22.0,22.0
19330,510458,347.88516607284544,-46.584739685058594,22,39,1.0,10,1.0,9.042886449098587,-1.18823610663414,0.03270682,1.2626133009791374,0.0,0.09999999999999998,17,22.0,22.0
