0.65223,-0.00013315,0.0099576,-0.00036061,0.034342,-0.91283,0.082655,-0.36847,-0.0040756,1.1539,0.27313
0.98058,-1.0422e-05,0.012317,0.00052524,-0.060593,0.22858,0.18892,-0.14434,-0.0024723,1.3829,0.28175
-1.5587,-0.00016524,0.019658,-0.00020435,0.037046,0.015068,-0.0053228,-0.53516,0.00058322,1.2069,0.26239
4.7167,0.00014889,-0.023339,0.00089026,-0.1178,1.5668,0.12627,-0.61312,0.00056604,0.30153,0.10197
-1.2008,-7.6347e-05,0.017471,0.00028308,-0.015746,0.69299,0.44637,-0.0087815,-0.0015775,1.1277,0.28171
2.5952,6.1114e-05,-0.023033,1.6314e-05,-0.013122,-0.51517,-0.55094,0.060807,-0.0021398,0.98321,0.17324
-2.0555,-0.00013144,0.028843,-0.00017774,0.024482,-0.86041,-0.40076,0.3854,-0.0024269,0.91875,0.15247
-2.586,-6.7791e-05,0.01888,-0.00017855,0.027637,0.77988,1.0604,0.43417,-0.00011466,1.1397,0.28796
-2.1411,-0.00014604,0.032359,0.00012657,0.0022814,0.79212,0.82387,-0.61692,0.00082175,1.3991,0.51649
-2.5445,-0.00014906,0.016747,-0.00043808,0.058236,-0.72232,-0.35765,0.70415,-0.00065702,0.85142,0.20246
1.8458,5.2752e-05,-0.015102,0.00012928,-0.019476,1.5373,0.045259,-0.34804,-0.00087458,0.8871,0.16002
2.0849,6.7633e-05,-0.0040117,0.00029831,-0.028553,0.30708,0.71765,-2.2369,0.00093451,0.45854,0.1758
1.2926,0.00015151,-0.030087,0.00038091,-0.033719,0.21571,0.10076,0.63932,-0.001283,0.43362,0.091769
0.19937,7.633e-05,-0.010499,-0.00017305,0.0053195,1.1261,-0.80346,0.98641,-0.0011819,0.39034,0.11033
-3.7364,-0.00024589,0.039155,-0.00027793,0.054157,-0.24977,-0.67964,0.31216,-0.0015131,1.113,0.23354
2.3726,0.00013068,-0.037485,5.6454e-05,-0.004994,-0.26523,0.84852,-0.19166,-0.00068014,0.49948,0.10779
-0.57599,-1.3848e-05,-0.0012413,0.00014674,0.0032302,-0.7002,0.18399,0.15577,-0.0023477,0.61955,0.1975
-1.4774,-2.659e-05,0.017139,0.00014285,-0.001226,0.13698,-0.014298,-0.35897,-0.00059391,1.8534,0.62477
