1.2061,0.00020529,-0.036507,0.00015332,-0.014845,0.38167,-0.20133,0.20654,0.0021138,1.364,0.53652
-0.14463,1.492e-05,-0.012373,-0.00030737,0.039663,-0.21069,-0.48128,-0.58866,0.0035327,1.0639,0.26154
0.71056,9.9672e-05,-0.0090214,0.00011318,-0.029769,-0.59843,0.32852,0.96796,-0.00020712,1.2813,0.32869
-1.6213,4.7903e-05,-0.012967,-0.00035205,0.055474,-0.70872,0.62363,0.34019,-0.00016434,5.6652,1.8918
3.8715,0.00015628,-0.034701,0.00027398,-0.051697,-0.38005,-0.57594,0.12678,4.5028e-05,1.3326,0.31188
0.15513,7.9971e-05,-0.0025337,0.00022479,-0.019033,0.39472,1.0013,-0.51902,-0.00018311,1.403,0.26688
2.1436,0.00016918,-0.03048,0.00023586,-0.03455,1.5709,0.62495,-0.33338,0.0027919,1.4777,0.34203
2.5083,7.9634e-05,-0.022418,0.00025474,-0.030263,-0.090967,-0.99236,-0.61087,0.001005,1.3212,0.34284
2.8725,0.00013969,-0.034852,0.00013532,-0.03347,-0.40652,-0.63826,0.37475,0.0022582,1.5365,0.52961
3.1081,0.00018366,-0.025865,0.00057909,-0.073276,1.0931,0.44082,-0.50283,0.00075019,1.6755,0.4545
-1.6906,-0.00010823,0.022882,-0.00015244,0.021434,-1.2806,-0.19431,-0.086604,0.00076997,1.4374,0.28177
1.5097,-7.6561e-06,-0.0096624,0.00013563,-0.029164,-0.076557,-0.24426,0.62583,0.00089081,4.2795,1.0141
1.5908,2.4232e-06,-0.0062393,-3.3791e-05,-0.010122,0.055836,0.66191,-0.64641,0.002053,3.4621,0.84309
