2.3063,-3.5993e-05,0.0031521,0.00023303,-0.034747,0.33139,0.68526,-1.3664,0.00057374,0.26528,0.2934
-1.0121,-9.2135e-05,0.016686,2.0603e-05,0.0077088,-0.060459,0.11293,-0.37018,-0.00012431,0.40531,0.29031
-4.7655,-0.00031137,0.059909,-0.00042033,0.061937,-1.0615,-1.6235,0.51824,-0.0017955,0.0071549,0.24183
6.2119,0.00021583,-0.04488,0.00084799,-0.11672,1.4808,0.92264,-0.90213,0.001162,0.17397,0.10925
0.68305,-2.4361e-05,-0.0030094,0.00028256,-0.026314,0.77252,0.10274,-0.033154,0.00027888,-0.079107,0.40525
-2.1867,-0.00013666,0.018102,-0.00059879,0.064885,0.47375,-0.30325,0.21332,0.00079251,-0.0085939,0.16726
2.2953,0.00014098,-0.03267,0.00023778,-0.024489,-0.017106,0.27959,-0.39329,0.00089601,-0.090688,0.19005
1.0689,6.5574e-05,-0.011686,0.00010417,-0.015712,-0.44443,0.47069,-0.029181,-3.7298e-05,-0.015115,0.16038
3.1277,0.00019052,-0.035592,6.447e-05,-0.019132,0.49112,-0.45316,-0.39136,-0.0013897,-0.11487,0.19961
-6.6296,-0.00036699,0.059551,-0.00075696,0.10324,-0.73422,-1.7228,1.4949,-0.00013263,0.045503,0.15372
0.94932,6.1107e-06,-0.013045,-0.00011157,0.0069224,-0.57601,-0.40938,0.71039,-0.00285,0.20105,0.1222
1.7135,0.0001754,-0.026133,0.00027402,-0.031196,0.27564,1.6346,-0.12246,-0.0010183,0.089541,0.1198
1.6425,0.00012775,-0.037462,0.000184,-0.018844,-0.37199,-0.22366,0.89974,0.00028827,0.0079231,0.19222
-0.41338,4.4004e-05,-0.0087768,-4.0302e-05,0.0071807,-0.48743,0.2838,0.62693,-0.00019999,-0.027173,0.10998
-3.5216,-0.00012198,0.024356,-0.00041166,0.055284,-0.54972,-0.55908,0.60358,0.0013666,-0.39376,0.44997
0.34442,-6.1982e-05,0.0015471,1.7388e-07,0.0047384,0.92474,0.56897,-0.59218,0.00033216,-0.17315,0.083718
-0.79805,2.5315e-05,-0.010693,-0.00018509,0.028319,-0.3353,0.16348,0.20463,0.0018415,-0.20271,0.17378
-0.036045,3.771e-05,0.0012082,0.00011762,-0.0022706,0.86464,0.57915,-0.61436,-0.0022446,1.043,0.49348
