eps_num,iter,critic_loss,actor_loss,csc_samples_neg,csc_samples_pos,train_acc,snap_iter,beta_score,main_critic_loss,main_actor_loss,main_beta_score,main_prox_critic,main_prox_actor,main_avg_prox_coef,tidx,avg_rewards,one_raw_reward
776,13005,2.2334141045808793,-0.007123935222625733,12,26,0.8947368421052632,10,1.0,0.16540473882108928,-0.08914212804287672,0.36902735,0.2589481197297573,0.020511997268768026,0.09999999999999998,13,12.0,12.0
776,13005,24.719966571033,0.9569063127040863,12,26,0.9210526315789473,10,1.0,0.31292533468455075,-0.022339899051003156,0.34232053,0.42520608246326447,0.0009193364080419997,0.09999999999999998,14,12.0,12.0
776,13005,9.972550538182258,1.0864483535289764,76,91,0.9640718562874252,10,1.0,0.15984286481514573,0.03910007964848774,0.23350926,0.32301441714167595,0.04839164648205042,0.09999999999999998,15,114.75,76.0
776,13005,22.865488386154176,1.039644455909729,12,26,0.9473684210526315,10,1.0,0.27291218359023334,-0.03233609183225781,0.36675304,0.4199197220802307,0.002227096824644832,0.09999999999999998,16,12.5,12.0
776,13005,5.511505258083344,0.5767939329147339,12,26,0.8947368421052632,10,1.0,0.14677028890699148,-0.0009355450375005602,0.27737257,0.24808839589357376,0.04446261115372181,0.09999999999999998,17,11.5,12.0
826,15138,15.966041530296206,-0.08578842878341675,12,26,0.9210526315789473,10,1.0,0.42558926846832035,-0.25324964970350267,0.5341822,0.39610004767775536,0.0006623414107525604,0.09999999999999998,13,12.0,12.0
826,15138,29.47276994511485,0.1068469762802124,12,26,0.8947368421052632,10,1.0,0.5236893580853939,-0.12457616875763051,0.37426105,0.48055513978004455,0.0006598890342138475,0.09999999999999998,14,12.0,12.0
826,15138,22.829705367609858,0.25493848919868467,166,182,0.9137931034482759,10,1.0,0.4419989566784352,-0.16949358258396388,0.36701518,0.28506634637713435,0.0007146286771603628,0.09999999999999998,15,220.25,166.0
826,15138,26.271458588540554,0.06047847270965576,12,26,0.9736842105263158,10,1.0,0.30486808746121824,-0.12011752210557461,0.29540044,0.45946707963943484,0.0007412888627004577,0.09999999999999998,16,12.0,12.0
826,15138,27.243134328722952,0.0062599658966064455,12,26,0.9210526315789473,10,1.0,0.491157859377563,-0.15536809435812757,0.44867954,0.4720575565099716,0.0006648282777678105,0.09999999999999998,17,12.0,12.0
1106,20056,5.797069430351257,-2.0773741364479066,12,26,0.9210526315789473,10,1.0,0.29444865226745603,-1.230154435634613,0.42881793,0.3844799160957336,0.0005705453943664906,0.09999999999999998,13,12.0,12.0
1106,20056,23.271733716130257,-2.9444824159145355,12,26,0.7894736842105263,10,1.0,0.47133252695202826,-0.9103654062747956,0.2975775,0.546369443833828,0.00046467064780131295,0.09999999999999998,14,12.0,12.0
1106,20056,19.127307951450348,-3.150798971578479,148,169,0.9242902208201893,10,1.0,0.5615934383124113,-0.9279178947210311,0.291307,0.4431713238358498,0.0004024083016658864,0.09999999999999998,15,149.75,148.0
1106,20056,8.909550246596336,-2.4137172937393188,12,26,0.8421052631578947,10,1.0,0.40776592284440993,-0.9433544713258744,0.32475632,0.404664960205555,0.000491788257393182,0.09999999999999998,16,12.0,12.0
1106,20056,5.529378026723862,-2.8202338606119155,12,26,0.8947368421052632,10,1.0,0.43658892065286636,-1.2058929699659346,0.42729717,0.4357226461172104,0.0013282528867421205,0.09999999999999998,17,12.0,12.0
