actor_loss,adjusted_no_steps,buffer_size,critic_loss,episode_num,episode_reward,eplenmean,eprewmean,fps,nupdates,sampling_loop,total_timesteps
-4.20997451877594,1000,100393,0.6092631576359272,2860,119.0,74.0,74.0,244,100393,1,100393
-9.240562644958496,1000,100926,2.6412561015486715,2870,76.0,76.6,76.6,165,100926,1,100926
-13.441788906097413,1000,101806,2.3960621767938135,2880,120.0,104.0,104.0,125,101806,1,101806
-17.18264242553711,1000,102661,2.2096329442858695,2890,39.0,71.4,71.4,101,102661,1,102661
-20.85207790374756,1000,103097,2.5998650666475296,2900,28.0,33.4,33.4,85,103097,1,103097
-24.42163331604004,1000,103582,3.279169962465763,2910,80.0,43.6,43.6,76,103582,1,103582
-27.9656346282959,1000,104139,3.8753184566497803,2920,32.0,77.6,77.6,66,104139,2,104139
-29.64291582107544,1000,104541,4.4968716692924495,2925,200.0,80.4,80.4,62,104541,2,104541
-31.312289749145506,1000,104944,4.926369221091271,2930,40.0,80.6,80.6,59,104944,2,104944
-34.43526759338379,1000,105709,6.325999687552452,2940,25.0,68.2,68.2,49,105709,2,105709
-37.26645588684082,1000,106707,7.3198229336738585,2950,33.0,100.8,100.8,45,106707,2,106707
-40.03316707611084,1000,107279,8.73768830060959,2960,41.0,36.8,36.8,41,107279,2,107279
-42.74347187042236,1000,107672,9.62394531083107,2970,31.0,36.6,36.6,39,107672,2,107672
-45.198053680419925,1000,108251,10.729138123035431,2980,29.0,74.4,74.4,36,108251,2,108251
-47.38584604644775,1000,108556,11.399689640760421,2990,31.0,31.8,31.8,34,108556,3,108556
-49.50642138671875,1000,109066,11.858522579669952,3000,58.0,42.2,42.2,32,109066,3,109066
-51.374898429870605,1000,109469,12.350805063724518,3010,33.0,41.2,41.2,31,109469,3,109469
-52.98555751800537,1000,109954,12.42378441286087,3020,48.0,34.6,34.6,29,109954,3,109954
-54.489626831054686,1000,110424,12.709758375167846,3030,50.0,31.8,31.8,26,110424,3,110424
-55.820668907165526,1000,111102,13.225346969127655,3040,34.0,47.2,47.2,25,111102,3,111102
-57.23264860534668,1000,111905,13.500890045166015,3050,156.0,102.0,102.0,24,111905,4,111905
-57.82452513885498,1000,112240,14.107201571941376,3055,199.0,67.0,67.0,24,112240,4,112240
-58.47974838256836,1000,112467,14.106618767261505,3060,51.0,45.4,45.4,24,112467,4,112467
-59.54538942718506,1000,112912,14.347046670913697,3070,41.0,43.0,43.0,23,112912,4,112912
-60.687860931396486,1000,113444,14.82848153591156,3080,24.0,33.8,33.8,22,113444,4,113444
-61.83095224761963,1000,113989,15.101901978492737,3090,34.0,34.6,34.6,21,113989,4,113989
-62.98002263641357,1000,114356,15.655399942874908,3100,42.0,35.2,35.2,21,114356,4,114356
-64.35097630310058,1000,114763,16.87591473531723,3110,38.0,32.0,32.0,20,114763,4,114763
-65.46575583648682,1000,115539,17.623089863300322,3120,31.0,34.6,34.6,19,115539,5,115539
-66.51084399414063,1000,116192,17.826982434272765,3130,30.0,39.2,39.2,18,116192,5,116192
-67.57346006774902,1000,116770,18.56099490261078,3140,55.0,41.6,41.6,18,116770,5,116770
-68.78455944824219,1000,117421,22.978954803943633,3150,147.0,60.8,60.8,17,117421,5,117421
-69.85241416931153,1000,117899,20.364005913734434,3160,40.0,59.4,59.4,17,117899,5,117899
-70.67435469055175,1000,118430,21.688932017326355,3170,43.0,62.4,62.4,16,118430,5,118430
